Date,10-Year Breakeven Inflation Rate,10-Year Treasury Constant Maturity Rate,Crude Oil Prices: Brent â€“ Europe_kurt,GOLD_std,US Dollar/USDX_std_5,VIX_std_20,News Financial,News RealEstate,News Business
2007-04-30,1.180606112,2.1767982793,0.6568657249,-0.9199005453,-1.1123336939,-0.8229772418,0.4553376906,0.2340425532,0.5544303797
2007-05-31,1.0082243706,2.460464033,-0.9532840069,-0.861657312,-1.430440202,-0.9804721304,0.4553376906,0.4042553191,0.9594936709
2007-06-30,1.0821022598,2.5655254233,1.0444444353,-1.0252691184,0.2128892975,-0.3957516735,0.4553376906,0.2765957447,0.7063291139
2007-07-31,0.9589724445,2.3343903647,0.3657985731,-0.9032107242,-0.7990446825,0.3695120419,0.4553376906,0.1063829787,0.6759493671
2007-08-31,0.6142089617,2.082243028,-0.1753880952,-1.2085663524,-1.5347661828,0.5116949966,0.4553376906,0.1063829787,1
2007-09-30,0.8604685922,2.1032553061,0.3616106901,-0.2089606472,-0.1699764542,0.7133629413,0.4553376906,0.1489361702,0.1974683544
2007-10-31,0.9589724445,2.0192061939,-0.2284950509,-0.3250978173,-0.2999270254,-0.2074486589,0.4553376906,0.5319148936,0.4379746835
2007-11-30,0.9589724445,1.4833931034,-0.2398214169,-0.3834328881,0.7401763482,0.0687342583,0.4553376906,-0.1489361702,0.6227848101
2007-12-31,0.9097205184,1.4203562693,0.4588919436,-0.4288578141,0.443767679,-0.2190048969,0.4553376906,-0.1914893617,0.2151898734
2008-01-31,0.9589724445,1.1682089326,-0.1839637912,-0.0702354742,0.033853314,0.1803365391,0.4553376906,0.1489361702,0.2303797468
2008-02-29,1.180606112,1.0211229862,-0.7396479181,0.0713231698,1.9412694055,-0.1081563071,0.4553376906,0.4042553191,0.2075949367
2008-03-31,0.9589724445,0.937073874,-0.082874836,0.2291668239,-0.3172628867,-0.0761365069,0.4553376906,-0.0212765957,0.0151898734
2008-04-30,0.7865907031,1.2732703229,-0.3469156788,-0.1665147023,-0.9142891662,-0.4336726827,0.4553376906,0.1489361702,0.0430379747
2008-05-31,1.2791099642,1.4938992425,-0.425543964,-0.1123868956,-0.3526726824,-0.6064866001,0.4553376906,0.0638297872,-0.0734177215
2008-06-30,1.3776138165,1.5044053815,1.8535315418,-0.3933078433,0.0617586718,-0.3903606801,0.4553376906,0.0212765957,0.382278481
2008-07-31,0.9589724445,1.5044053815,-0.657863494,0.1321261408,-0.2803696131,0.0209992559,0.4553376906,-0.3191489362,0.1949367089
2008-08-31,0.2448195158,1.2417519058,0.2152707345,0.3198763231,0.1830466678,-0.7624266602,0.4553376906,-0.1489361702,0.1518987342
2008-09-30,-0.8633488218,1.3573194351,-0.1007336939,2.2743976975,3.5122080911,2.4559711715,0.4553376906,-0.1063829787,0.2784810127
2008-10-31,-2.6610441251,1.5254176596,-0.5895291934,2.8561220211,3.5196855478,3.5459230803,0.4553376906,-0.2765957447,-0.4126582278
2008-11-30,-3.9662201672,0.170125725,-0.2802091113,0.8392640958,4.0305881513,3.2716508813,0.4553376906,-0.0638297872,-1
2008-12-31,-4.3848615392,-0.1030338898,-1.0346440499,1.334755839,0.4408970725,2.9276238778,0.4553376906,-0.3617021277,-0.7164556962
2009-01-31,-2.1685248639,0.2121502811,1.9592280576,0.7394728814,1.8293536283,1.1328043714,0.4553376906,0.1489361702,-0.5848101266
2009-02-28,-2.5625402729,0.3697423665,0.2668542667,0.5015056149,1.7541957695,0.5149430236,0.4553376906,-1,-0.6911392405
2009-03-31,-1.6513796397,0.1596195859,-1.0998248846,-0.3931792939,2.3791247331,0.5058885364,0.4553376906,-0.1914893617,-0.7772151899
2009-04-30,-1.1834863416,0.6323958422,-0.987718525,-0.6202684054,0.6650018269,-0.1294025424,0.4553376906,0.1914893617,-0.5898734177
2009-05-31,-0.099943967,1.2102334887,1.5246765899,0.1196264123,0.8118275693,-0.2796145209,0.4553376906,-0.2340425532,-0.5797468354
2009-06-30,-0.493959376,1.0211229862,-0.3084723811,-0.531015115,-0.2168461537,-0.0790192591,0.4553376906,0.1489361702,-0.3012658228
2009-07-31,-0.3462035976,1.0106168472,-1.1575724959,-0.5663657278,0.714285271,0.196351408,0.4553376906,0.1489361702,-0.2481012658
2009-08-31,-0.7648449696,0.8635309008,-0.7558360185,-0.9721248446,-0.210038083,-0.5483003146,0.4553376906,-0.2765957447,-0.1316455696
2009-09-30,-0.493959376,0.7899879276,-0.5259246188,-0.8539816365,-0.8232876154,-0.4179274307,0.4553376906,-0.2340425532,0.0759493671
2009-10-31,0.2201935527,0.937073874,-0.8671711744,-0.923557967,-0.7910957484,0.3386267831,0.4553376906,-0.0638297872,-0.0025316456
2009-11-30,0.318697405,0.6849265373,-0.9925716031,0.8382303661,0.650248215,0.2085432109,0.4553376906,-0.0212765957,-0.0278481013
2009-12-31,1.0574762967,1.3573194351,-1.1135511153,1.1031304742,-0.9393786222,-0.5346347545,0.4553376906,0.1063829787,-0.0227848101
2010-01-31,1.0821022598,1.1787150716,-1.470646191,0.015443458,0.2536442698,0.5308082695,0.4553376906,0.7872340426,0.0582278481
2010-02-28,0.4910791464,1.1051720984,-1.4171873007,-0.178017895,-0.736286855,0.1589786684,0.4553376906,0.0212765957,-0.2
2010-03-31,0.7127128139,1.3468132961,-0.2369355629,-0.6590476338,0.1428642122,-0.849444044,0.4553376906,-0.4042553191,1.1102230246251565e-16
2010-04-30,1.1067282228,1.1892212107,-0.2444569803,-0.6926543096,-0.1222858278,-0.0179956902,0.4553376906,0.3191489362,-0.146835443
2010-05-31,0.0478118113,0.7689756496,-0.0430577784,-0.0907422173,-0.0602144717,1.9731262116,0.4553376906,0.1489361702,-0.2582278481
2010-06-30,-0.3215776346,0.4327792007,-0.1957834326,-0.4792963978,-0.3017499488,0.9302834039,0.4553376906,0.7446808511,-0.3164556962
2010-07-31,-0.2230737823,0.4537914787,3.501056818,-0.457850885,0.7339890579,-0.2781091592,0.4553376906,0.6170212766,-0.2936708861
2010-08-31,-1.0603565263,-0.0925277507,0.1093881,-0.4162203609,-0.9635317335,-0.1411645619,0.4553376906,0.5319148936,-0.0683544304
2010-09-30,-0.4200814868,-0.0294909166,1.3474834001,-0.0829034194,-0.1463073285,-0.7314678998,0.4553376906,0.2765957447,0.235443038
2010-10-31,0.5403310725,0.1070888908,-0.4138713692,-0.568106533,0.0967630875,-0.616206096,0.4553376906,0.5319148936,0.3037974684
2010-11-30,0.2940714419,0.2646809762,-0.764268236,-0.0497416071,3.0202670283,-0.2628984196,0.4553376906,0.3191489362,0.1139240506
2010-12-31,0.9835984075,0.8425186227,-0.2240120582,-0.5163330053,-0.2447757014,-0.8222797715,0.4553376906,0.1063829787,0.0506329114
2011-01-31,0.9589724445,0.9055554569,0.0748409943,-0.1079604739,-0.9021691394,-0.5756528007,0.4553376906,0.1063829787,0.182278481
2011-02-28,1.0821022598,0.9055554569,0.6853193147,0.2681508271,-0.1114517534,-0.090451153,0.4553376906,0.1063829787,0.1949367089
2011-03-31,1.3037359273,0.9580861521,1.0319236192,-0.6638603122,-0.9855521978,0.519268491,0.4553376906,0.2765957447,0.2075949367
2011-04-30,1.4761176687,0.7584695105,0.2971657539,0.7142865499,-0.5909216455,-0.6636329254,0.4553376906,0.4042553191,0.1063291139
2011-05-31,0.737338777,0.5168283129,3.0886615196,-0.2772844174,1.0013161083,-0.6754747914,0.4553376906,-0.0212765957,0.1670886076
2011-06-30,1.180606112,0.6534081202,-0.0132410218,-0.4020526004,0.8687332557,-0.31792517,0.4553376906,-0.3191489362,0.2227848101
2011-07-31,1.2052320751,0.2226564201,4.1996689152,0.8935991117,-0.1889903153,0.3066181283,0.4553376906,0.5319148936,0.0202531646
2011-08-31,0.2448195158,-0.3446750874,0.410692852,2.8452173858,-0.6268862531,1.5408201693,0.4553376906,0.3191489362,0.1240506329
2011-09-30,-0.493959376,-0.6703653973,-0.7384234628,4.9234004886,0.2596335942,0.7375997651,0.4553376906,0.0638297872,0.0506329114
2011-10-31,0.343323368,-0.4077119216,1.1335808361,0.8321102717,1.4938610997,0.981382317,0.4553376906,0.3617021277,-0.0126582278
2011-11-30,0.2448195158,-0.5022671728,-0.5916974305,0.92624158,0.4203289145,0.0209267606,0.4553376906,0.0638297872,0.1924050633
2011-12-31,0.1463156636,-0.6178347021,0.1624769334,3.3489309495,0.1774241355,0.2890989706,0.4553376906,0.3617021277,0.1569620253
2012-01-31,0.3925752941,-0.7649206485,-0.5229363308,1.2939770992,-0.5093114705,-0.4130000835,0.4553376906,0.0638297872,0.182278481
2012-02-29,0.76196474,-0.6073285631,-0.0623963463,0.0081375179,-0.6069206899,-0.5898243926,0.4553376906,0.1489361702,0.182278481
2012-03-31,1.0082243706,-0.3551812264,-0.3516344626,-0.3503588394,-0.989410703,-0.2985794973,0.4553376906,0.3617021277,0.3088607595
2012-04-30,0.737338777,-0.6388469802,-0.8014751199,-0.4961126298,-0.7564657934,-0.3916487183,0.4553376906,-0.1914893617,0.2607594937
2012-05-31,0.343323368,-1.0170679852,1.2232238865,0.3221624893,-0.0105219628,-0.0383375607,0.4553376906,-0.1063829787,0.2835443038
2012-06-30,0.3925752941,-0.9960557071,-0.6644358222,-0.0312794338,0.3891125782,0.090207816,0.4553376906,0.5319148936,0.2734177215
2012-07-31,0.6142089617,-1.1011170974,-1.180729713,-0.3169349959,-0.0250894223,-0.5158390601,0.4553376906,-0.0212765957,0.217721519
2012-08-31,0.737338777,-1.0380802632,0.6996632361,0.1267889129,-0.8278398381,-0.5341607053,0.4553376906,0.1489361702,0.217721519
2012-09-30,1.1559801489,-0.9645372901,-0.6384658517,0.4233517821,-0.8255703079,-0.4950787788,0.4553376906,0.3191489362,0.2556962025
2012-10-31,1.3529878534,-0.8804881778,-1.1565006667,0.3377502689,-1.432427905,-0.4227350465,0.4553376906,0.1063829787,0.2303797468
2012-11-30,1.1313541859,-0.9855495681,0.4393977305,-0.4302521328,-1.2314231131,-0.4350230118,0.4553376906,1,0.3392405063
2012-12-31,1.3037359273,-0.7334022314,2.0329546619,0.0917555478,-1.238464633,-0.2089232067,0.4553376906,0.3617021277,0.2025316456
2013-01-31,1.5746215209,-0.565304007,-0.3473055053,-0.6094540762,-0.4698792948,-0.8610007971,0.4553376906,0.4042553191,0.3063291139
2013-02-28,1.4268657426,-0.7018838144,-0.4740845082,0.9223129292,-0.752722725,-0.2824245355,0.4553376906,0.6170212766,0.3240506329
2013-03-31,1.3776138165,-0.7123899534,-0.4329578432,-0.6982260824,-0.8843854571,-0.7114889925,0.4553376906,0.1914893617,0.2936708861
2013-04-30,0.9589724445,-0.9015004559,-0.1209288919,3.6072073751,0.551284932,-0.3634608878,0.4553376906,0.2765957447,0.182278481
2013-05-31,0.6388349247,-0.4182180606,-0.9268376275,1.0245506834,0.263093261,-0.6466892412,0.4553376906,0.6170212766,0.2734177215
2013-06-30,0.1709416266,-0.0610093337,-0.1415887948,3.1472307193,-0.7013156648,-0.4311144071,0.4553376906,0.4468085106,0.3189873418
2013-07-31,0.6634608878,0.0440520566,0.9716378632,0.8920486014,-0.7658931297,-0.6818019176,0.4553376906,0.0638297872,0.2151898734
2013-08-31,0.3679493311,0.3172116714,-0.3876536288,1.4081649075,0.6092336709,-0.3225160707,0.4553376906,0.6170212766,0.3341772152
2013-09-30,0.5895829986,0.0860766127,-0.8974420276,0.5490116985,-0.9945532277,-0.6106115594,0.4553376906,0.4893617021,0.382278481
2013-10-31,0.5403310725,0.0125336395,0.6619889419,0.3611582162,0.2430581384,0.1836928078,0.4553376906,0.3191489362,0.3367088608
2013-11-30,0.4910791464,0.2646809762,-0.9665774237,0.18917659,-1.0787487271,-0.8974824134,0.4553376906,0.2765957447,0.4025316456
2013-12-31,0.76196474,0.4642976177,-0.574544136,-0.2364755039,-0.4018925426,-0.5434123192,0.4553376906,0.2765957447,0.4556962025
2014-01-31,0.4664531833,0.1175950298,-0.816457664,-0.6956461519,0.0129661041,0.0272224029,0.4553376906,-0.1914893617,0.4202531646
2014-02-28,0.5403310725,0.1070888908,0.5340428615,0.5851881238,-0.5874169417,0.0810341686,0.4553376906,0.3617021277,0.4202531646
2014-03-31,0.4418272203,0.180631864,-0.6104615704,0.3133993661,-1.2444002415,-0.6833378282,0.4553376906,0.2765957447,0.4126582278
2014-04-30,0.5649570355,0.1175950298,0.4070320246,-0.7492093116,-1.0826488019,-0.5501753676,0.4553376906,0.3617021277,0.1670886076
2014-05-31,0.6634608878,-0.0189847775,-0.8946323915,-0.3202986273,-1.1206062755,-0.7725846789,0.4553376906,0.3617021277,0.2683544304
2014-06-30,0.76196474,-0.0294909166,-1.1959240734,0.3687010142,-0.686117759,-0.8524337686,0.4553376906,-0.2765957447,0.3417721519
2014-07-31,0.8358426292,0.0230397786,1.1954500321,-0.615595152,-0.7388125245,-0.4245084339,0.4596949891,-0.0212765957,0.3518987342
2014-08-31,0.4910791464,-0.1450584459,-0.3987097756,-0.6132673754,-0.6480606983,-0.1863701273,0.4553376906,0.3617021277,0.2810126582
2014-09-30,0.0478118113,-0.0399970556,0.4280766644,-0.2120532121,-0.0177867458,-0.4589844667,0.4596949891,0.1489361702,0.2759493671
2014-10-31,-0.075318004,-0.2186014191,-0.3019851773,-0.2116252184,1.084463216,0.9005331619,0.4553376906,0.2765957447,0.3721518987
2014-11-30,-0.3954555237,-0.3551812264,1.024155461,-0.2102085293,-0.4627734363,-0.7739251371,0.4553376906,0.7446808511,0.2784810127
2014-12-31,-0.5924632282,-0.4602426167,-0.0933954503,-0.554187971,0.3914744449,0.4951817467,0.4553376906,0.1063829787,0.2405063291
2015-01-31,-0.7402190066,-0.9225127339,1.0431869941,0.5658529471,-0.2178936873,-0.1420001695,0.4553376906,0.7021276596,0.1772151899
2015-02-28,-0.2969516715,-0.5022671728,-1.1403943552,-0.0946718548,0.9077055144,-0.158384788,0.4509803922,0.1914893617,0.3113924051
2015-03-31,-0.4693334129,-0.6493531192,-0.5022047709,-0.1954836103,0.9111236178,-0.6132296301,0.4291938998,0.1914893617,0.1291139241
2015-04-30,-0.0260660779,-0.5337855899,-1.3107657394,-0.9578152323,3.10201828,-0.7419549079,0.4248366013,0.3617021277,0.3974683544
2015-05-31,-0.3708295607,-0.3866996435,0.7555719511,-0.5787180096,-0.6249246189,-0.7107214767,0.4553376906,0.1063829787,0.2734177215
2015-06-30,-0.1984478193,-0.2186014191,0.4242885262,-0.8880974186,-0.3720280362,-0.279721728,0.4553376906,0.0212765957,0.3696202532
2015-07-31,-0.518585339,-0.3761935045,-1.048899848,0.5929903244,0.3342211895,0.1975041158,0.4553376906,-0.1914893617,0.3088607595
2015-08-31,-0.937226711,-0.4077119216,0.2701996171,-0.0123415014,0.1896156892,3.8797622395,0.4553376906,0.2765957447,0.3113924051
2015-09-30,-1.33124212,-0.5232794509,1.0854767556,-0.5810918487,-0.789281429,0.0106566405,0.4509803922,-0.1489361702,0.2734177215
2015-10-31,-0.9864786371,-0.3761935045,-0.3964996531,-0.5354091413,0.055549926,-0.3522702736,0.4553376906,0.0212765957,0.3848101266
2015-11-30,-0.8879747849,-0.3656873655,-0.4686662113,-0.4316597167,-0.5587924469,-0.3204380525,0.4596949891,0.6595744681,0.1873417722
2015-12-31,-0.9864786371,-0.3341689484,1.6131284932,-0.9316982904,0.1247596811,0.2014223807,0.4509803922,0.3617021277,0.453164557
2016-01-31,-1.355868083,-0.6178347021,-0.4702131446,-0.6979126217,0.3005034228,0.2251184316,0.4553376906,0.3191489362,0.3240506329
2016-02-29,-1.3066161569,-0.8594758998,1.5326965353,0.916043401,0.3173758135,0.2833288145,0.4553376906,0.5319148936,0.3037974684
2016-03-31,-0.8140968957,-0.8174513437,0.0375199624,-0.3728383753,1.5040072963,-0.270269605,0.4553376906,0.5319148936,0.0708860759
2016-04-30,-0.7648449696,-0.7859329266,2.3124766437,-0.3660893885,1.6438966718,-0.6450055582,0.4553376906,0.6595744681,0.1898734177
2016-05-31,-1.0111046002,-0.7544145095,-0.8415394916,0.2101531141,-0.4407102583,-0.6829947257,0.4509803922,0.5319148936,0.2632911392
2016-06-30,-1.355868083,-1.1221293755,0.140614571,0.2940475637,0.3028539827,0.6772630605,0.4596949891,0.4893617021,0.1696202532
2016-07-31,-1.2081123047,-1.1011170974,1.1003182625,-0.5086603727,1.9114872866,-0.6315644899,0.4553376906,0.4893617021,0.1721518987
2016-08-31,-1.1834863416,-1.0275741242,-0.8186895889,-0.5839167473,0.7357870753,-0.7553273896,0.4553376906,0.5744680851,0.2835443038
2016-09-30,-0.8633488218,-1.0065618462,-0.1675415064,-0.7925246867,-1.322347077,-0.0409068656,0.4509803922,0.1063829787,0.2810126582
2016-10-31,-0.5432113021,-0.7544145095,3.1583263597,-0.9970087278,-0.6974328968,-0.4291785534,0.4553376906,0.2765957447,0.2506329114
2016-11-30,-0.0260660779,-0.197589141,-0.3318040351,1.2973408753,-0.3459309579,0.6095916313,0.4553376906,0.0638297872,0.3544303797
2016-12-31,0.0724377744,-0.1135400288,-0.9855798416,-0.3317333204,0.0397496951,-0.7842550811,0.4553376906,0.1063829787,0.2810126582
2017-01-31,0.2448195158,-0.1135400288,0.8298824608,-0.5084620678,0.2630912248,-0.8538367305,0.4553376906,0.2340425532,0.3215189873
2017-02-28,0.1709416266,-0.20809528,-0.279279786,-0.6298656081,-1.1996600459,-0.9104817629,0.4553376906,-0.2765957447,0.3341772152
2017-03-31,0.0478118113,-0.1660707239,2.045316904,-0.1757903689,0.6995432339,-0.8529472302,0.4466230937,0.1489361702,0.3873417722
2017-04-30,-0.1738218562,-0.2816382532,-1.691658744,-0.6733143212,-1.3651110014,-0.0923945796,0.4596949891,0.6170212766,0.1367088608
2017-05-31,-0.3462035976,-0.3656873655,-0.9858570611,-0.4608106907,-0.8686891923,-0.3537372102,0.4553376906,0.0212765957,0.1417721519
2017-06-30,-0.5432113021,-0.2606259752,-0.517885634,-0.4595616362,1.8108312466,-0.9436520216,0.4553376906,0.2340425532,0.1974683544
2017-07-31,-0.3215776346,-0.2711321142,1.0005518426,-0.3172788499,0.5588143764,-0.7389014773,0.4596949891,0.0212765957,0.2734177215
2017-08-31,-0.4693334129,-0.4602426167,0.8071707756,-0.4057968422,-0.3884425216,-0.2073512409,0.4553376906,0.1489361702,0.3113924051
2017-09-30,-0.2969516715,-0.2291075581,-0.7688488201,-0.0119447957,-0.5681594669,-0.7267302391,0.4553376906,0.3191489362,0.2126582278
2017-10-31,-0.1738218562,-0.187083002,0.8730460027,-0.8337382102,0.4124800816,-0.8717062853,0.4509803922,0.1489361702,0.2987341772
2017-11-30,-0.2230737823,-0.1450584459,-1.17561309,-1.0837322585,-0.9310267342,-0.6404859956,0.4553376906,0.2765957447,0.2506329114
2017-12-31,0.1216897005,-0.1030338898,-0.0302856159,-0.3577786699,1.0988787502,-0.8364257268,0.4466230937,0.2765957447,0.2708860759
2018-01-31,0.3925752941,0.170125725,-0.1766598185,-0.6573592919,-1.0939571939,-0.3190635275,0.4553376906,0.0638297872,0.3949367089
2018-02-28,0.4172012572,0.3277178104,-0.9439078598,-0.8159763515,0.0837566385,2.4393745184,0.4553376906,-0.0212765957,0.3037974684
2018-03-31,0.318697405,0.2436686982,-1.6046779652,-0.7938432975,-0.1075390664,0.4840810283,0.4553376906,-0.1489361702,0.2658227848
2018-04-30,0.5403310725,0.4117669226,-0.4040917191,-0.7982919099,0.2479925319,0.0075249817,0.4553376906,0.3617021277,0.1367088608
2018-05-31,0.2940714419,0.2856932543,-0.4189185881,-0.7796702636,0.1505285879,-0.5175587967,0.4553376906,0.1063829787,0.2050632911
2018-06-30,0.4664531833,0.3277178104,0.0221015746,-0.2588033827,-0.0580430251,-0.0724168892,0.4509803922,0.1914893617,0.2582278481
2018-07-31,0.4172012572,0.4222730616,-0.5244066208,-0.5936469712,-0.8587908176,-0.6248165187,0.4553376906,0.3617021277,0.2860759494
2018-08-31,0.318697405,0.3172116714,-0.5244563667,-0.7350960111,-0.7414642902,-0.6074730035,0.4553376906,0.0212765957,0.2911392405
2018-09-30,0.4664531833,0.558852869,0.3542604976,-1.0932801245,0.9411971272,-0.663443084,0.4553376906,0.2765957447,0.3341772152
2018-10-31,0.2448195158,0.6218897032,-0.3711125168,-0.4380065663,-0.2194824984,0.7568979204,0.4553376906,0.0638297872,0.3341772152
2018-11-30,0.0478118113,0.4748037568,-1.0848008569,-0.9397861283,-0.4347295949,-0.3218911297,0.4553376906,0.2340425532,0.2101265823
2018-12-31,-0.6170891913,0.1070888908,-0.5059422779,-0.4455792272,-0.0509350723,1.3260182712,0.4553376906,0.4468085106,0.3037974684
2019-01-31,-0.2476997454,0.0755704737,0.7009961573,-0.7917785281,-0.7682634928,-0.1359111539,0.4553376906,-0.0638297872,0.1873417722
2019-02-28,-0.0014401148,0.180631864,-1.3483746338,-0.8848760353,-0.7264524467,-0.7576337632,0.4553376906,0.1914893617,0.2126582278
2019-03-31,-0.1245699301,-0.0715154727,-0.4598026852,-0.8651487461,-0.4383302637,-0.5365931698,0.4509803922,0.2340425532,0.364556962
2019-04-30,-0.0014401148,-0.0505031946,2.0738403422,-0.8486602936,-0.3829558276,-0.8663677819,0.4553376906,-0.3191489362,0.2405063291
2019-05-31,-0.518585339,-0.4392303387,0.6938055939,-0.9818268122,-0.5941234573,-0.1449517477,0.4553376906,0.1914893617,0.2658227848
2019-06-30,-0.6417151543,-0.554797868,-0.6981325182,0.8315210726,-0.2921702476,-0.8069668096,0.4553376906,-0.0212765957,0.2227848101
2019-07-31,-0.4693334129,-0.565304007,-0.335058349,-0.7062970402,-0.4867875892,-0.6712505803,0.4553376906,-0.1489361702,0.1797468354
2019-08-31,-1.1096084524,-1.1431416535,0.5493814948,-0.3008857464,0.2844983493,-0.2617946393,0.4553376906,-0.1489361702,0.253164557
2019-09-30,-1.0357305633,-0.9225127339,1.6272418106,-0.4239954093,0.1763009028,-0.3940833509,0.4553376906,0.3191489362,0.1417721519
2019-10-31,-1.0111046002,-0.9120065949,0.5207124224,-0.8614366468,-0.8404686349,0.022262506,0.4553376906,0.2340425532,0.1898734177
2019-11-30,-0.7402190066,-0.7649206485,-1.533453978,-0.8473278166,-0.7113362132,-0.8091331045,0.4509803922,-0.2765957447,0.2379746835
2019-12-31,-0.3708295607,-0.7123899534,-0.8890365491,-0.2820551864,0.3578679907,-0.5338995344,0.4553376906,0.2765957447,0.2936708861
2020-01-31,-0.7402190066,-1.1011170974,-0.5207414539,-0.7590271304,-0.4771233587,-0.0844779182,0.4553376906,0.0638297872,0.3518987342
2020-02-29,-1.33124212,-1.5318687976,-0.2362026642,0.8710697193,1.4990074923,3.5932491979,0.4553376906,0.1063829787,0.2759493671
2020-03-31,-2.6610441251,-1.9521143587,1.2080572533,3.0158316205,2.997098687,6.1021160476,0.4553376906,0.0638297872,0.2556962025
2020-04-30,-2.1685248639,-2.0151511928,0.8334045344,1.4811844122,0.7222731717,1.6822265352,0.4553376906,0.1063829787,1.1102230246251565e-16
2020-05-31,-1.8976392703,-1.9941389148,-0.2062477397,-0.3406731296,0.6201276994,0.3565232675,0.4553376906,0.2340425532,0.0556962025
2020-06-30,-1.5036238614,-1.9941389148,-0.1355696822,0.3091658894,-0.9911235778,1.1233430359,0.4553376906,-0.3191489362,0.1113924051
2020-07-31,-0.9864786371,-2.1097064441,0.7623685852,2.8013162674,-0.2794219984,0.0433126819,0.4553376906,-0.2765957447,0.1037974684
2020-08-31,-0.4693334129,-1.9731266367,-0.1989762368,1.6440488252,0.2180131684,-0.4477554959,0.4553376906,0.2340425532,0.0987341772
2020-09-30,-0.7894709327,-1.9626204977,-0.1615187809,0.8905721397,-0.2874277959,0.0115046784,0.4553376906,-0.4468085106,0.253164557
2020-10-31,-0.5924632282,-1.7735099952,0.7804611607,-0.4646151157,0.6139593299,1.3945000805,0.4553376906,0.4893617021,0.1873417722
2020-11-30,-0.4447074499,-1.8050284123,-0.516556322,1.7751431149,-0.446721715,1.2678214404,0.4553376906,-0.0212765957,0.0936708861
2020-12-31,0.1463156636,-1.710473161,0.5091157066,0.4784941358,-0.4998412196,-0.3420126686,0.4553376906,-0.1063829787,0.2455696203
2021-01-31,0.3925752941,-1.5423749366,1.1532967533,0.5496238501,-0.2516792922,1.1763559892,0.4553376906,0.1914893617,0.2329113924
2021-02-28,0.5157051094,-1.1641539316,-0.824529312,0.5876986964,0.4370000385,0.3582824294,0.4553376906,0.1914893617,0.2329113924
2021-03-31,1.0328503337,-0.8594758998,-0.9041685388,-0.3849348703,-0.6258366145,0.1971957028,0.4553376906,0.1914893617,0.2329113924
